S.No,name,title,culture,dateOfBirth,mother,father,heir,house,spouse,book1_A_Game_Of_Thrones,book2_A_Clash_Of_Kings,book3_A_Storm_Of_Swords,book4_A_Feast_For_Crows,book5_A_Dance_with_Dragons,isAliveMother,isAliveFather,isAliveHeir,isAliveSpouse,isMarried,isNoble,age,numDeadRelations,popularity,isAlive,name1,gender_guess
215,Tuffleberry,,,,,,,,,0,1,0,0,0,,,,,0,0,,0,0.003344482,1,Tuffleberry,unknown
216,Tumberjon,,,,,,,Night's Watch,,0,0,1,0,0,,,,,0,0,,0,0.010033445,1,Tumberjon,unknown
217,Tumco Lho,ser,Ghiscari,,,,,,,0,0,0,0,1,,,,,0,1,,0,0.030100334,1,Tumco,unknown
218,Turnip,,northmen,,,,,House Stark,,0,1,0,1,0,,,,,0,0,,0,0.016722408,1,Turnip,unknown
219,Turquin,maester,,,,,,,,0,0,1,0,0,,,,,0,1,,0,0.003344482,1,Turquin,unknown
220,Tybero Istarion,,,,,,,Second Sons,,0,0,0,0,1,,,,,0,0,,0,0.013377926,1,Tybero,unknown
221,Tymor,,,,,,,House Greyjoy,,0,1,0,0,0,,,,,0,0,,0,0.006688963,1,Tymor,unknown
222,Ulf the Ill,,Ironborn,,,,,House Greyjoy,,0,1,0,0,0,,,,,0,0,,0,0.013377926,0,Ulf,unknown
223,Tywin Frey (son of Raymund),,,299,,,,House Frey,,0,0,0,1,0,,,,,0,0,6,0,0.133779264,1,Tywin,unknown
224,Uller,,Ironborn,,,,,House Greyjoy,,0,1,1,1,0,,,,,0,0,,0,0.023411371,1,Uller,unknown
225,Umar,,Vale mountain clans,,,,,Moon Brothers,,1,0,0,0,0,,,,,0,0,,0,0.006688963,1,Umar,male
226,Umfred,,,,,,,House Baelish,,0,0,1,0,0,,,,,0,0,,0,0.003344482,1,Umfred,unknown
227,Umma,,,,,,,Faceless Men,,0,0,0,1,0,,,,,0,0,,0,0.016722408,1,Umma,unknown
228,Urreg,,,,,,,,,0,1,0,0,0,,,,,0,0,,0,0.010033445,1,Urreg,unknown
229,Urek Ironmaker,,Ironborn,,,,,House Ironmaker,,0,0,0,1,0,,,,,0,0,,0,0.016722408,1,Urek,unknown
230,Urrathon,,Qartheen,,,,,,,0,1,0,0,0,,,,,0,0,,0,0.013377926,1,Urrathon,unknown
231,Urzen,,Ironborn,,,,,House Greyjoy,,0,1,1,0,0,,,,,0,0,,0,0.02006689,1,Urzen,unknown
232,Urron Greyiron,,Ironborn,,,,,,,0,0,0,0,0,,,,,0,0,,0,0.040133779,1,Urron,unknown
233,Urrigon Greyjoy,,Ironborn,268,,,,House Greyjoy,,0,0,0,1,0,,,,,0,0,37,0,0.073578595,1,Urrigon,unknown
234,Uthor Underleaf,ser,,181,,,,,,0,0,0,0,0,,,,,0,1,100,0,0.050167224,0,Uthor,unknown
235,Utt,septon,,,,,,Brave Companions,,0,1,1,0,0,,,,,0,0,,0,0.023411371,0,Utt,unknown
236,Vaellyn,archmaester,,,,,,,,0,0,0,1,0,,,,,0,1,,0,0.013377926,1,Vaellyn,unknown
237,Varly,,northmen,,,,,House Stark,,1,0,0,0,0,,,,,0,0,,0,0.016722408,0,Varly,unknown
238,Veiled Lady,,Braavosi,,,,,,,0,0,0,1,0,,,,,0,0,,0,0.010033445,1,Veiled,unknown
239,Vickon Botley,,Ironborn,,,,,House Botley,,0,0,0,1,0,,,,,0,0,,0,0.046822742,1,Vickon,unknown
240,Violet,,,,,,,,,0,0,1,0,0,,,,,0,0,,0,0,1,Violet,female
241,Victor Tyrell,ser,,,,,,House Tyrell,,0,0,1,1,0,,,,,0,1,,0,0.123745819,1,Victor,unknown
242,Walda Frey (daughter of Lothar),,,294,,,,House Frey,,0,1,1,1,0,,,,,0,0,11,0,0.086956522,1,Walda,unknown
243,Walda Frey (daughter of Edwyn),,,290,,,,House Frey,,0,1,1,1,0,,,,,0,0,15,0,0.10367893,1,Walda,unknown
244,Walda Frey (daughter of Rhaegar),,,288,,,,House Frey,,0,0,0,0,0,,,,,0,0,17,0,0,1,Walda,unknown
245,Walda Frey (daughter of Walton),,,280,,,,House Frey,,0,0,0,0,0,,,,,0,0,25,0,0,1,Walda,unknown
246,Walda Frey (daughter of Merrett),,,283,,,,House Frey,Roose Bolton,0,0,0,0,0,,,,1,1,0,22,0,0,1,Walda,unknown
247,Walda Rivers (daughter of Aemon),,,295,,,,House Frey,,0,0,1,0,0,,,,,0,0,10,0,0.026755853,1,Walda,unknown
248,Walder Frey (son of Jammos),,,291,,,,House Frey,,0,0,0,0,0,,,,,0,0,14,0,0,1,Walder,unknown
249,Walder Frey (son of Emmon),,,285,,,,House Frey of Riverrun,,0,0,0,0,0,,,,,0,0,20,0,0,1,Walder,unknown
250,Walder Frey (son of Ryman),,Rivermen,260,,,,House Frey,,0,0,0,0,0,,,,,0,0,45,0,0,1,Walder,unknown
251,Walder Frey (son of Merrett),,,291,,,,House Frey,,0,0,0,0,0,,,,,0,0,9,0,0,0,Walder,unknown
252,Wallen,,,,,,,Night's Watch,,1,0,0,0,0,,,,,0,0,,0,0.02006689,0,Wallen,unknown
253,Walton,,northmen,,,,,House Bolton,,0,1,1,1,1,,,,,0,0,,0,0.046822742,1,Walton,male
254,Walys Flowers,maester,Reach,,,,,,,0,0,0,0,1,,,,,0,1,,0,0.023411371,0,Walys,unknown
255,Wat (Barleycorn),,,,,,,House Osgrey,,0,0,0,0,0,,,,,0,0,,0,0.006688963,1,Wat,unknown
256,Blue Bard,,,,,,,House Tyrell,,0,0,0,1,1,,,,,0,0,,0,0.053511706,1,Blue,unknown
257,Wat (orphan),,,,,,,,,0,0,0,1,0,,,,,0,0,,0,0.003344482,1,Wat,unknown
258,Wat (sailor),,,,,,,,,0,0,0,1,0,,,,,0,0,,0,0.006688963,1,Wat,unknown
259,Wat (Standfast),,,,,,,House Osgrey,,0,0,0,0,0,,,,,0,0,,0,0.003344482,1,Wat,unknown
260,Wat (Wet),,,,,,,House Osgrey,,0,0,0,0,0,,,,,0,0,,0,0.006688963,1,Wat,unknown
261,Wate,,,,,,,House Targaryen,,0,0,0,0,0,,,,,0,0,,0,0,1,Wate,unknown
262,Watt,,,,,,,Night's Watch,,0,0,1,0,0,,,,,0,0,,0,0.016722408,0,Watt,unknown
263,Wayn (guard),,Northmen,,,,,House Stark,,1,0,0,0,0,,,,,0,0,,0,0.010033445,1,Wayn,unknown
264,Weasel,,,296,,,,,,0,1,0,0,0,,,,,0,0,9,0,0.016722408,1,Weasel,unknown
265,Wendell Webber,ser,,,,,,House Webber,,0,0,0,0,0,,,,,0,1,,0,0.013377926,1,Wendell,unknown
266,Wendello Qar Deeth,,Qartheen,,,,,,,0,1,0,0,0,,,,,0,0,,0,0.010033445,1,Wendello,unknown
267,Werlag,,Ironborn,,,,,House Greyjoy,,0,1,0,0,0,,,,,0,0,,0,0.006688963,1,Werlag,unknown
268,Rafford,,,,,,,House Clegane,,0,1,1,1,1,,,,,0,0,,0,0.096989967,0,Rafford,unknown
269,Jhogo,bloodrider,Dothraki,281,,,,House Targaryen,,1,1,1,1,1,,,,,0,0,24,0,0.200668896,1,Jhogo,unknown
270,Sour Alyn,,,,,,,House Bolton,,0,0,0,0,1,,,,,0,0,,0,0.043478261,1,Sour,unknown
271,Tobho Mott,,Qohor,,,,,,,1,1,1,1,1,,,,,0,0,,0,0.08361204,1,Tobho,unknown
272,Zollo,,Dothraki,,,,,Brave Companions,,0,0,1,1,0,,,,,0,0,,0,0.036789298,1,Zollo,unknown
273,Tanda Stokeworth,stokeworth,,,,,,House Stokeworth,,1,1,1,1,1,,,,,0,1,,1,0.113712375,0,Tanda,unknown
274,Samwell Tarly,,Westeros,283,,,,Night's Watch,,1,1,1,1,1,,,,,0,0,22,0,0.969899666,1,Samwell,unknown
275,Abelar Hightower,ser,,,,,,House Hightower,,0,0,0,0,0,,,,,0,1,,0,0,1,Abelar,unknown
276,Addam Frey,ser,,,,,,House Frey,,0,0,0,0,0,,,,,0,1,,0,0.026755853,1,Addam,unknown
277,Addam,ser,,,,,,,,0,0,0,0,0,,,,,0,1,,0,0.006688963,1,Addam,unknown
278,Addam Osgrey,,,183,,,,House Osgrey,,0,0,0,0,0,,,,,0,0,13,0,0.036789298,0,Addam,unknown
279,Aegon Frey (son of Aenys),,,253,,,,House Frey,,0,0,0,0,0,,,,,0,0,52,0,0,1,Aegon,unknown
280,Aegon Frey (son of Stevron),,,249,,,,House Frey,,0,0,0,0,0,,,,,0,0,50,0,0,0,Aegon,unknown
281,Aegon I Targaryen,,,,Valaena Velaryon,Aerion Targaryen,Aenys Targaryen,,,0,0,0,0,0,1,0,1,,0,0,,6,1,0,Aegon,unknown
282,Aegon II Targaryen,,,,Alicent Hightower,Viserys I Targaryen,Jaehaerys Targaryen,,,0,0,0,0,0,0,0,1,,0,0,,7,0.759197324,0,Aegon,unknown
283,Aegon IV Targaryen,,,,,,Daeron II Targaryen,,,0,0,0,0,0,,,0,,0,0,,15,0.675585284,0,Aegon,unknown
284,Aegon Targaryen (son of Baelon),prince,Valyrian,,,,,House Targaryen,,0,0,0,0,0,,,,,0,1,,0,0,1,Aegon,unknown
285,Aegon III Targaryen,,Valyrian,,Rhaenyra Targaryen,Daemon Targaryen,Daeron I Targaryen,,,0,0,0,0,0,1,0,0,,0,0,,8,0.62541806,0,Aegon,unknown
286,Aegon Targaryen (son of Jaehaerys I),prince,Valyrian,50,,,,House Targaryen,,0,0,0,0,0,,,,,0,1,100,0,0,0,Aegon,unknown
287,Aegon Targaryen (son of Aenys I),prince,Valyrian,26,,,,House Targaryen,Rhaena Targaryen,0,0,0,0,0,,,,1,1,1,17,0,0,0,Aegon,unknown
288,Aegon Targaryen (son of Rhaegar),,Valyrian,281,,,,House Targaryen,,0,0,0,0,0,,,,,0,0,2,0,0,0,Aegon,unknown
289,Aemon Costayne,,,,,,,House Costayne,,0,0,1,0,0,,,,,0,0,,0,0.010033445,1,Aemon,unknown
290,Aenys I Targaryen,,,,Rhaenys Targaryen,Aegon I Targaryen,Aegon Targaryen,,,0,0,0,0,0,0,0,1,,0,0,,5,0.571906355,0,Aenys,unknown
291,Aethan,,,,,,,Night's Watch,,0,0,1,0,0,,,,,0,0,,0,0.010033445,1,Aethan,unknown
292,Aethelmure,grand maester,,,,,,,,1,0,0,0,0,,,,,0,1,,0,0.013377926,1,Aethelmure,unknown
293,Aggar,,,,,,,House Greyjoy,,0,1,0,0,1,,,,,0,0,,0,0.026755853,0,Aggar,unknown
294,Agrivane,archmaester,,,,,,,,0,0,0,1,0,,,,,0,1,,0,0.006688963,1,Agrivane,unknown
295,Aerys I Targaryen,,,,Mariah Martell,Daeron II Targaryen,Rhaegel Targaryen,,,0,0,0,0,0,1,0,0,,0,0,,3,0.622073579,0,Aerys,unknown
296,Alaric of Eysen,,,,,,,,,0,0,1,1,0,,,,,0,0,,0,0.016722408,1,Alaric,unknown
297,Aerys II Targaryen,,,,Shaera Targaryen,Jaehaerys II Targaryen,Rhaegar Targaryen,,,0,0,0,0,0,1,0,0,,0,0,,10,1,0,Aerys,unknown
298,Alebelly,,Northmen,,,,,House Stark,,0,1,0,0,0,,,,,0,0,,0,0.030100334,0,Alebelly,unknown
299,Alequo Adarys,,Tyroshi,,,,,Band of Nine,,0,0,0,0,0,,,,,0,0,,0,0.013377926,0,Alequo,unknown
300,Alester Oakheart,,,,,,,House Oakheart,,0,0,0,1,0,,,,,0,0,,0,0.016722408,1,Alester,unknown
301,Alia,,,,,,,,,0,0,0,0,0,,,,,0,0,,0,0,1,Alia,female
302,All-for-Joffrey,,,,,,,,,0,1,0,0,0,,,,,0,0,,0,0.006688963,0,All-for-Joffrey,unknown
303,Allaquo,,Braavosi,,,,,,,0,0,0,1,0,,,,,0,0,,0,0.02006689,1,Allaquo,unknown
304,Allyria Dayne,,,,,,,House Dayne,,0,0,1,0,0,,,,,0,0,,0,0.023411371,1,Allyria,unknown
305,Alicent Hightower,ladyqueendowager queen,,88,,,,House Hightower,Viserys I Targaryen,0,0,0,0,0,,,,0,1,1,45,4,0.267558528,0,Alicent,unknown
306,Alyce,,,,,,,,,0,0,1,1,0,,,,,0,0,,0,0.006688963,1,Alyce,female
307,Alvyn Sharp,,Ironborn,,,,,House Sharp,,0,0,0,1,0,,,,,0,0,,0,0.010033445,1,Alvyn,unknown
308,Alyn Hunt,ser,,,,,,House Hunt,,0,0,0,1,0,,,,,0,1,,0,0.013377926,1,Alyn,unknown
309,Alys Arryn,,,,,,,House Arryn,Elys Waynwood,0,0,0,1,0,,,,1,1,0,,1,0.080267559,1,Alys,unknown
310,Alysanne Bracken,,,,,,,House Bracken,,0,0,0,0,1,,,,,0,0,,0,0.033444816,1,Alysanne,unknown
311,Alyn Velaryon,lord of the tides,Valyrian,115,,,,House Velaryon,Baela Targaryen,0,0,0,1,1,,,,0,1,1,56,0,0.160535117,0,Alyn,unknown
312,Alysanne Osgrey,,,188,,,,House Osgrey,,0,0,0,0,0,,,,,0,0,21,0,0.026755853,0,Alysanne,unknown
313,Alyssa Arryn,,,,,,,House Arryn,,1,0,0,0,0,,,,,0,0,,0,0.006688963,1,Alyssa,unknown
314,Alysanne Hightower,,,,,,,House Hightower,Arthur Ambrose,0,0,0,1,0,,,,1,1,0,,0,0.056856187,1,Alysanne,unknown
315,Amabel,,,,,,,House Whent,,0,1,1,0,0,,,,,0,0,,0,0.003344482,1,Amabel,female
316,Ambrode,,Ironborn,,,,,,,0,1,0,0,0,,,,,0,0,,0,0.003344482,1,Ambrode,unknown
317,Andrey Dalt,ser,Dornish,,,,,House Dalt,,0,0,0,1,0,,,,,0,1,,0,0.036789298,1,Andrey,unknown
318,Andrey Charlton,ser,,,,,,House Charlton,,0,1,0,0,0,,,,,0,1,,0,0.013377926,0,Andrey,unknown
319,Argrave the Defiant,ser,,,,,,House Butterwell,,0,0,0,0,0,,,,,0,1,,0,0.013377926,1,Argrave,unknown
320,Armen,,,,,,,,,0,0,0,1,0,,,,,0,0,,0,0.030100334,1,Armen,male
321,Arneld,ser,,,,,,,,0,1,0,0,0,,,,,0,1,,0,0.003344482,1,Arneld,unknown
322,Arnell,ser,,,,,,Night's Watch,,0,1,0,0,0,,,,,0,1,,0,0.006688963,1,Arnell,unknown
323,Arrec Durrandon,,,,,,Arlan V Durrandon,,,0,0,0,0,0,,,1,,0,0,,0,0,1,Arrec,unknown
324,Arron,,,,,,,Night's Watch,,0,0,1,1,1,,,,,0,0,,0,0.043478261,1,Arron,male
325,Arryk (guard),,,,,,,House Tyrell,,0,0,0,0,0,,,,,0,0,,0,0,1,Arryk,unknown
326,Arron Qorgyle,ser,,,,,,House Qorgyle,,0,0,1,1,0,,,,,0,1,,0,0.023411371,1,Arron,unknown
327,Arson,,Free Folk,,,,,,,0,0,1,0,0,,,,,0,0,,0,0,1,Arson,unknown
328,Aubrey Ambrose,ser,,,,,,House Ambrose,,0,0,0,0,0,,,,,0,1,,0,0.006688963,1,Aubrey,unknown
329,Ayrmidon,,Valyrian,,,,,,,1,0,0,0,0,,,,,0,0,,0,0.006688963,1,Ayrmidon,unknown
330,Baelon Targaryen (son of Viserys I),prince,Valyrian,105,,,,House Targaryen,,0,0,0,0,0,,,,,0,1,0,0,0.100334448,0,Baelon,unknown
331,Baelon Targaryen (son of Aerys),lord of dragonstone,Valyrian,,,,,House Targaryen,,0,0,0,0,0,,,,,0,1,,0,0.043478261,1,Baelon,unknown
332,Balon Botley,,Ironborn,,,,,House Botley,,0,0,0,1,0,,,,,0,0,,0,0.050167224,1,Balon,unknown
333,Baelor Targaryen (son of Daeron II),prince of dragonstone,,170,,,,House Targaryen,Jena Dondarrion,0,0,1,0,0,,,,1,1,1,39,3,0.474916388,0,Baelor,unknown
334,Bandy,,Northmen,,,,,House Stark,,0,1,0,1,0,,,,,0,0,,0,0.02006689,1,Bandy,unknown
335,Bannen,,,,,,,Night's Watch,,0,1,1,0,0,,,,,0,0,,0,0.033444816,0,Bannen,unknown
336,Barre,septon,,,,,,,,0,1,0,0,0,,,,,0,0,,0,0.013377926,1,Barre,unknown
337,Barbara Bracken,,,,,,,House Bracken,,0,0,0,0,1,,,,,0,0,,0,0.030100334,1,Barbara,unknown
338,Barth (brewer),,,,,,,House Stark,,0,1,0,0,0,,,,,0,0,,0,0.003344482,1,Barth,unknown
339,Bass,,,,,,,Night's Watch,,1,0,0,0,0,,,,,0,0,,0,0,1,Bass,unknown
340,Bearded Ben,,,,,,,Night's Watch,,0,0,0,1,1,,,,,0,0,,0,0.023411371,1,Bearded,unknown
341,Becca,,,,,,,House Arryn,,1,0,0,0,0,,,,,0,0,,0,0.003344482,1,Becca,female
342,Beck,goodman,,299,,,,,,0,0,1,0,0,,,,,0,1,6,0,0,1,Beck,unknown
343,Belandra,,,,,,,House Martell,,0,0,0,1,0,,,,,0,0,,0,0.006688963,1,Belandra,unknown
344,Beldecar,,,,,,,,,0,0,1,0,0,,,,,0,0,,0,0.006688963,1,Beldecar,unknown
345,Belis,wisdom,,,,,,Alchemists' Guild,,0,0,1,0,0,,,,,0,1,,0,0.02006689,1,Belis,unknown
346,Bellonara Otherys,,Braavosi,,,,,,,0,0,0,1,0,,,,,0,0,,0,0.013377926,1,Bellonara,unknown
347,Bella,,,283,,,,,,0,0,1,1,0,,,,,0,0,22,0,0.08361204,1,Bella,female
348,Ben,,,293,,,,,,0,0,0,1,0,,,,,0,0,12,0,0.010033445,1,Ben,male
349,Ben Blackthumb,,,,,,,House Whent,,0,1,0,1,0,,,,,0,0,,0,0.026755853,1,Ben,unknown
350,Ben Bones,,,,,,,House Bolton,,0,0,0,0,1,,,,,0,0,,0,0.033444816,1,Ben,unknown
351,Ben Bushy,ser,,,,,,House Bushy,,0,0,0,1,0,,,,,0,1,,0,0.023411371,0,Ben,unknown
352,Benedict,archmaester,,,,,,,,0,0,0,1,0,,,,,0,1,,0,0.013377926,1,Benedict,male
353,Benjen Stark (Bitter),,Northmen,,,,,,,0,1,0,0,0,,,,,0,0,,0,0.013377926,1,Benjen,unknown
354,Benjen Stark (Sweet),,Northmen,,,,,,,0,1,0,0,0,,,,,0,0,,0,0.013377926,1,Benjen,unknown
355,Bennet,septon,,,,,,,,0,0,0,1,0,,,,,0,0,,0,0.006688963,1,Bennet,male
356,Bennis,ser,,,,,,House Osgrey,,0,0,0,0,0,,,,,0,1,,0,0.036789298,1,Bennis,unknown
357,Beqqo,,Braavosi,,,,,,,0,0,0,1,0,,,,,0,0,,0,0.003344482,1,Beqqo,unknown
358,Bennarion Botley,,Ironborn,,,,,House Botley,,0,0,0,1,0,,,,,0,0,,0,0.046822742,1,Bennarion,unknown
359,Beron Blacktyde,,,,,,,House Blacktyde,,0,0,0,1,1,,,,,0,0,,0,0.016722408,1,Beron,unknown
360,Bertram Beesbury,ser,,,,,,House Beesbury,,0,0,1,0,0,,,,,0,1,,0,0.003344482,1,Bertram,unknown
361,Bessa,,,,,,,,,0,0,1,0,0,,,,,0,0,,0,0.006688963,1,Bessa,unknown
362,Bessa (Winterfell),,Northmen,,,,,,,1,0,0,0,0,,,,,0,0,,0,0.003344482,1,Bessa,unknown
363,Bess Bracken,,,,,,,House Bracken,,0,0,0,0,1,,,,,0,0,,0,0.030100334,1,Bess,unknown
364,Bethany (Blushing Bethany),,Braavosi,,,,,,,0,0,0,1,0,,,,,0,0,,0,0.016722408,1,Bethany,unknown
365,Bethany Fair-Fingers,,,,,,,,,0,0,1,0,0,,,,,0,0,,0,0.006688963,1,Bethany,unknown
366,Bharbo,khal,Dothraki,,,,,,,1,0,0,0,0,,,,,0,0,,2,0.003344482,1,Bharbo,unknown
367,Big Boil,,Free Folk,,,,,,,0,0,1,1,0,,,,,0,0,,0,0.006688963,1,Big,unknown
368,Blind Doss,,Free folk,,,,,,,0,0,0,0,0,,,,,0,0,,0,0,1,Blind,unknown
369,Blane,,,,,,,Night's Watch,,0,1,1,0,0,,,,,0,0,,0,0.02006689,1,Blane,male
370,Bodger,,Free Folk,,,,,,,0,0,1,1,0,,,,,0,0,,0,0.006688963,1,Bodger,unknown
371,Borcas,,,,,,,Night's Watch,,1,0,0,0,0,,,,,0,0,,0,0,1,Borcas,unknown
372,Bors,,,,,,,House Martell,,0,0,0,1,0,,,,,0,0,,0,0.006688963,1,Bors,unknown
373,Borroq,,Free folk,,,,,,,0,0,0,0,1,,,,,0,0,,0,0.026755853,1,Borroq,unknown
374,Boy,,,284,,,,,,0,0,1,1,0,,,,,0,0,21,0,0.010033445,1,Boy,male
375,Brandon Stark (Bad),king in the north,Northmen,,,,,House Stark,,0,1,0,0,0,,,,,0,1,,0,0.016722408,1,Brandon,unknown
376,Brandon Stark (Burner),,Northmen,,,Brandon Stark,,,,1,1,0,0,0,,0,,,0,0,,0,0.033444816,1,Brandon,unknown
377,Brandon Stark (the daughterless),winterfell,Northmen,,,,,House Stark,,0,1,0,0,0,,,,,0,1,,0,0.033444816,1,Brandon,unknown
378,Brandon Stark (son of Cregan),winterfell,Northmen,,,,,House Stark,Alys Karstark,0,1,0,0,0,,,,1,1,1,,0,0.143812709,1,Brandon,unknown
379,Brandon Stark (Shipwright),,Northmen,,,,,,,1,1,0,0,0,,,,,0,0,,0,0.036789298,1,Brandon,unknown
380,Brea,,Braavosi,,,,,,,0,0,0,1,0,,,,,0,0,,0,0.023411371,1,Brea,unknown
381,Brella,,,,,,,House Baratheon,,0,0,1,1,0,,,,,0,0,,0,0.016722408,1,Brella,unknown
382,Brenett,maester,,,,,,House Frey,,0,0,1,0,0,,,,,0,1,,0,0.003344482,1,Brenett,unknown
383,Briar,,Free Folk,,,,,,,0,0,0,0,1,,,,,0,0,,0,0.010033445,1,Briar,unknown
384,Brogg,,Free Folk,,,,,,,0,0,0,0,1,,,,,0,0,,0,0.006688963,1,Brogg,unknown
385,Brusco,,Braavosi,,,,,,,0,0,0,1,1,,,,,0,0,,0,0.046822742,1,Brusco,unknown
386,Brown Bernarr,,,,,,,Night's Watch,,0,1,1,0,0,,,,,0,0,,0,0.023411371,0,Brown,unknown
387,Bryan of Oldtown,,Reach,,,,,,,0,0,0,0,0,,,,,0,0,,0,0.003344482,1,Bryan,unknown
388,Bryen,,,220,,,,House Baelish,,0,0,1,0,0,,,,,0,0,85,0,0.016722408,1,Bryen,unknown
389,Buford Bulwer,ser,,,,,,House Bulwer,,0,0,0,0,0,,,,,0,1,,0,0.016722408,1,Buford,unknown
390,Bump,,Free folk,,,,,,,0,0,0,0,1,,,,,0,0,,0,0.023411371,1,Bump,unknown
391,Buu,,,,,,,,,1,0,0,0,0,,,,,0,0,,0,0,1,Buu,unknown
392,Byan Votyris,,Norvoshi,,,,,,,1,0,0,0,0,,,,,0,0,,0,0,1,Byan,unknown
393,Byam Flint,ser,,,,,,Night's Watch,,0,0,1,0,0,,,,,0,1,,0,0.02006689,0,Byam,unknown
394,Byren Flowers,ser,,,,,,,,0,0,0,0,0,,,,,0,1,,0,0.006688963,1,Byren,unknown
395,Byron,ser,,,,,,House Baelish,,0,0,0,1,1,,,,,0,1,,0,0.02006689,1,Byron,male
396,Cadwyl,,Ironborn,,,,,House Greyjoy,,0,1,1,0,0,,,,,0,0,,0,0.010033445,1,Cadwyl,unknown
397,Lord Cafferen,lord,,,,,,House Cafferen,,0,0,1,0,0,,,,,0,1,,0,0.02006689,0,Lord,unknown
398,Calon,,Northmen,,,,,House Stark,,0,1,0,0,0,,,,,0,0,,0,0.013377926,1,Calon,unknown
399,Cadwyn,ser,,,,,,House Lannister,,0,1,0,0,0,,,,,0,1,,0,0,1,Cadwyn,unknown
400,Canker Jeyne,,Braavosi,,,,,,,0,0,0,1,0,,,,,0,0,,0,0.010033445,1,Canker,unknown
401,Carellen Smallwood,,,,,,,House Smallwood,,0,0,1,1,0,,,,,0,0,,0,0.036789298,1,Carellen,unknown
402,Cass,,,,,,,,,0,0,1,1,0,,,,,0,0,,0,0.016722408,1,Cass,mostly_female
403,Carrot,,,,,,,House Royce of the Gates of the Moon,,0,0,0,1,0,,,,,0,0,,0,0.010033445,1,Carrot,unknown
404,Castos,archmaester,,,,,,,,0,0,0,1,0,,,,,0,1,,0,0.006688963,1,Castos,unknown
405,Cedra,,,,,,,House Martell,,0,0,0,1,0,,,,,0,0,,0,0.013377926,1,Cedra,unknown
406,Catelyn Bracken,,,,,,,House Bracken,,0,0,0,0,1,,,,,0,0,,0,0.030100334,1,Catelyn,unknown
407,Cedric Payne,ser,,,,,,House Payne,,0,0,0,1,0,,,,,0,1,,0,0.013377926,0,Cedric,unknown
408,Cedrik Storm,,,,,,,House Buckler,,0,0,1,0,0,,,,,0,0,,0,0.003344482,1,Cedrik,unknown
409,Cerrick,maester,Ironborn,,,,,House Webber,,0,0,0,0,0,,,,,0,1,,0,0.006688963,1,Cerrick,unknown
410,Cetheres,archmaester,,,,,,,,0,0,0,1,0,,,,,0,1,,0,0.006688963,1,Cetheres,unknown
411,Catelyn Stark,winterfell,Rivermen,264,,,,House Tully,Eddard Stark,0,0,0,0,0,,,,0,1,1,35,7,0,0,Catelyn,unknown
412,Cheyk,,,,,,,Black Ears,,1,1,0,0,1,,,,,0,0,,0,0.013377926,1,Cheyk,unknown
413,Chiggen,,,,,,,,,1,0,0,0,0,,,,,0,0,,0,0.016722408,0,Chiggen,unknown
414,Clarence Crabb,ser,,,,,,House Crabb,,0,0,0,1,0,,,,,0,1,,0,0.026755853,1,Clarence,unknown
415,Clarence Charlton,ser,,,,,,House Charlton,,0,0,0,0,0,,,,,0,1,,0,0.013377926,1,Clarence,unknown
416,Clarence Crabb (Short),ser,,,,,,House Crabb,,0,0,0,1,0,,,,,0,1,,0,0.006688963,1,Clarence,unknown
417,Clement,brother,,251,,,,,,0,0,0,1,0,,,,,0,1,54,0,0.013377926,1,Clement,male
418,Cleyton Caswell,ser,,,,,,House Caswell,,0,0,0,0,0,,,,,0,1,,0,0.003344482,1,Cleyton,unknown
419,Clifford Conklyn,ser,,,,,,House Conklyn,,0,0,0,0,0,,,,,0,1,,0,0.006688963,1,Clifford,unknown
420,Colen of Greenpools,ser,,,,,,House Baratheon,,0,1,0,0,0,,,,,0,1,,0,0.016722408,1,Colen,unknown
421,Collio Quaynis,,Tyroshi,,,,,,,0,0,1,0,0,,,,,0,0,,0,0.016722408,1,Collio,unknown
422,Conn,,Vale mountain clans,,,,,Stone Crows,,1,0,0,0,0,,,,,0,0,,0,0.013377926,0,Conn,male
423,Coratt,,Vale mountain clans,,,,,Stone Crows,,1,0,0,0,0,,,,,0,0,,0,0.003344482,1,Coratt,unknown
424,Cosgrove,steward,,,,,,House Butterwell,,0,0,0,0,0,,,,,0,1,,0,0,1,Cosgrove,unknown
425,Cossomo,,Braavosi,,,,,,,0,0,0,1,0,,,,,0,0,,0,0.013377926,1,Cossomo,unknown
426,Courtenay Greenhill,ser,,,,,,House Greenhill,,0,0,0,1,0,,,,,0,1,,0,0,1,Courtenay,unknown
427,Cregan Karstark,,Northmen,249,,,,House Karstark,,0,0,0,0,1,,,,,0,0,56,0,0.066889632,1,Cregan,unknown
428,Cutjack,,,,,,,,,0,1,0,0,0,,,,,0,0,,0,0.033444816,1,Cutjack,unknown
429,Dacks,,,,,,,House Redfort,,1,0,0,0,0,,,,,0,0,,0,0,1,Dacks,unknown
430,Daella Targaryen (daughter of Jaehaerys I),eyrie,Valyrian,54,,,,House Targaryen,Rodrik Arryn,0,0,0,0,0,,,,1,1,1,28,0,0.086956522,0,Daella,unknown
431,Daella Targaryen (daughter of Maekar I),princess,Valyrian,199,,,,House Targaryen,,0,0,0,0,0,,,,,0,1,100,0,0.080267559,0,Daella,unknown
